Seizoen;Datum;Thuisclub;Uitclub;Thuisscore;Uitscore
2011-2012;22/01/2012;Vitesse;NEC;0;1
2011-2012;22/01/2012;VVV-Venlo;Feyenoord;2;1
2011-2012;27/01/2012;PSV;Vitesse;3;1
2011-2012;28/01/2012;Heracles Almelo;Excelsior;3;0
2011-2012;28/01/2012;NAC Breda;De Graafschap;1;1
2011-2012;28/01/2012;Roda JC;AZ;2;0
2011-2012;28/01/2012;SC Heerenveen;FC Utrecht;2;0
2011-2012;29/01/2012;FC Twente;FC Groningen;4;1
2011-2012;29/01/2012;Feyenoord;Ajax;4;2
2011-2012;29/01/2012;NEC;ADO Den Haag;2;0
2011-2012;29/01/2012;RKC Waalwijk;VVV-Venlo;4;0
2011-2012;03/02/2012;SC Heerenveen;Roda JC;4;3
2011-2012;04/02/2012;Excelsior;VVV-Venlo;3;1
2011-2012;04/02/2012;Vitesse;NAC Breda;1;0
2011-2012;05/02/2012;Ajax;FC Utrecht;0;2
2011-2012;05/02/2012;FC Groningen;RKC Waalwijk;0;3
2011-2012;05/02/2012;Heracles Almelo;PSV;1;1
2011-2012;05/02/2012;NEC;Feyenoord;0;2
2011-2012;08/02/2012;ADO Den Haag;AZ;0;6
2011-2012;10/02/2012;FC Twente;Heracles Almelo;2;3
2011-2012;11/02/2012;AZ;Excelsior;2;0
2011-2012;11/02/2012;NAC Breda;Ajax;0;2
2011-2012;11/02/2012;Roda JC;NEC;1;0
2011-2012;11/02/2012;VVV-Venlo;FC Groningen;2;0
2011-2012;12/02/2012;FC Utrecht;ADO Den Haag;1;1
2011-2012;12/02/2012;Feyenoord;Vitesse;3;1
2011-2012;12/02/2012;PSV;De Graafschap;4;1
2011-2012;12/02/2012;RKC Waalwijk;SC Heerenveen;0;1
2011-2012;17/02/2012;SC Heerenveen;NAC Breda;1;0
2011-2012;18/02/2012;ADO Den Haag;Excelsior;1;1
2011-2012;18/02/2012;De Graafschap;VVV-Venlo;1;4
2011-2012;18/02/2012;Feyenoord;RKC Waalwijk;1;1
2011-2012;18/02/2012;Heracles Almelo;Roda JC;2;1
2011-2012;19/02/2012;Ajax;NEC;4;1
2011-2012;19/02/2012;FC Groningen;PSV;3;0
2011-2012;19/02/2012;FC Utrecht;AZ;3;0
2011-2012;19/02/2012;Vitesse;FC Twente;1;4
2011-2012;24/02/2012;RKC Waalwijk;Vitesse;1;0
2011-2012;25/02/2012;NAC Breda;ADO Den Haag;4;0
2011-2012;25/02/2012;NEC;FC Groningen;4;0
2011-2012;25/02/2012;Roda JC;De Graafschap;0;2
2011-2012;25/02/2012;VVV-Venlo;Heracles Almelo;3;1
2011-2012;26/02/2012;AZ;SC Heerenveen;3;3
2011-2012;26/02/2012;Excelsior;Ajax;1;4
2011-2012;26/02/2012;FC Twente;FC Utrecht;1;0
2011-2012;26/02/2012;PSV;Feyenoord;3;2
2011-2012;03/03/2012;ADO Den Haag;SC Heerenveen;0;0
2011-2012;03/03/2012;AZ;Heracles Almelo;3;1
2011-2012;03/03/2012;RKC Waalwijk;Excelsior;1;0
2011-2012;03/03/2012;VVV-Venlo;NAC Breda;2;1
2011-2012;04/03/2012;Ajax;Roda JC;4;1
2011-2012;04/03/2012;FC Utrecht;NEC;0;0
2011-2012;04/03/2012;Feyenoord;FC Groningen;1;0
2011-2012;04/03/2012;PSV;FC Twente;2;6
2011-2012;04/03/2012;Vitesse;De Graafschap;2;0
2011-2012;09/03/2012;Roda JC;VVV-Venlo;3;1
2011-2012;10/03/2012;FC Groningen;Vitesse;1;3
2011-2012;10/03/2012;Heracles Almelo;ADO Den Haag;0;2
2011-2012;10/03/2012;SC Heerenveen;Excelsior;4;2
2011-2012;11/03/2012;Ajax;RKC Waalwijk;3;0
2011-2012;11/03/2012;De Graafschap;AZ;0;2
2011-2012;11/03/2012;Feyenoord;FC Utrecht;1;1
2011-2012;11/03/2012;NAC Breda;PSV;3;1
2011-2012;11/03/2012;NEC;FC Twente;3;1
2011-2012;16/03/2012;Vitesse;Heracles Almelo;2;0
2011-2012;17/03/2012;Excelsior;Roda JC;2;1
2011-2012;17/03/2012;RKC Waalwijk;De Graafschap;1;0
2011-2012;17/03/2012;VVV-Venlo;NEC;0;2
2011-2012;18/03/2012;ADO Den Haag;Ajax;0;2
2011-2012;18/03/2012;AZ;NAC Breda;0;0
2011-2012;18/03/2012;FC Twente;Feyenoord;0;2
2011-2012;18/03/2012;FC Utrecht;FC Groningen;3;1
2011-2012;18/03/2012;PSV;SC Heerenveen;5;1
2011-2012;21/03/2012;De Graafschap;FC Twente;1;2
2011-2012;23/03/2012;Excelsior;FC Groningen;0;1
2011-2012;24/03/2012;ADO Den Haag;FC Twente;1;1
2011-2012;24/03/2012;NAC Breda;NEC;1;1
2011-2012;24/03/2012;Roda JC;Vitesse;3;1
2011-2012;24/03/2012;SC Heerenveen;VVV-Venlo;4;1
2011-2012;25/03/2012;Ajax;PSV;2;0
2011-2012;25/03/2012;AZ;RKC Waalwijk;1;0
2011-2012;25/03/2012;De Graafschap;Feyenoord;0;3
2011-2012;25/03/2012;Heracles Almelo;FC Utrecht;3;1
2011-2012;30/03/2012;FC Utrecht;Excelsior;3;2
2011-2012;31/03/2012;FC Groningen;SC Heerenveen;1;3
2011-2012;31/03/2012;FC Twente;Roda JC;2;0
2011-2012;31/03/2012;Feyenoord;NAC Breda;3;1
2011-2012;31/03/2012;PSV;VVV-Venlo;2;0
2011-2012;01/04/2012;Ajax;Heracles Almelo;6;0
2011-2012;01/04/2012;NEC;De Graafschap;2;0
2011-2012;01/04/2012;RKC Waalwijk;ADO Den Haag;1;0
2011-2012;01/04/2012;Vitesse;AZ;2;2
2011-2012;10/04/2012;Excelsior;NEC;0;2
2011-2012;11/04/2012;AZ;FC Twente;2;2
2011-2012;11/04/2012;NAC Breda;Heracles Almelo;1;2
2011-2012;11/04/2012;RKC Waalwijk;PSV;2;1
2011-2012;11/04/2012;Roda JC;Feyenoord;0;0
2011-2012;11/04/2012;SC Heerenveen;Ajax;0;5
2011-2012;12/04/2012;ADO Den Haag;FC Groningen;3;0
2011-2012;12/04/2012;De Graafschap;FC Utrecht;3;0
2011-2012;12/04/2012;VVV-Venlo;Vitesse;1;3
2011-2012;14/04/2012;FC Twente;NAC Breda;2;2
2011-2012;14/04/2012;Feyenoord;Excelsior;3;0
2011-2012;14/04/2012;NEC;SC Heerenveen;2;4
2011-2012;14/04/2012;PSV;AZ;3;2
2011-2012;15/04/2012;Ajax;De Graafschap;3;1
2011-2012;15/04/2012;FC Groningen;Roda JC;0;1
2011-2012;15/04/2012;FC Utrecht;VVV-Venlo;4;2
2011-2012;15/04/2012;Heracles Almelo;RKC Waalwijk;1;1
2011-2012;15/04/2012;Vitesse;ADO Den Haag;1;0
2011-2012;20/04/2012;NAC Breda;Roda JC;0;3
2011-2012;21/04/2012;De Graafschap;Heracles Almelo;2;3
2011-2012;21/04/2012;Excelsior;FC Twente;0;1
2011-2012;21/04/2012;RKC Waalwijk;FC Utrecht;0;2
2011-2012;21/04/2012;SC Heerenveen;Vitesse;1;1
2011-2012;22/04/2012;ADO Den Haag;Feyenoord;1;2
2011-2012;22/04/2012;Ajax;FC Groningen;2;0
2011-2012;22/04/2012;AZ;VVV-Venlo;2;1
2011-2012;22/04/2012;PSV;NEC;2;1
2011-2012;27/04/2012;FC Groningen;De Graafschap;1;1
2011-2012;28/04/2012;FC Utrecht;NAC Breda;1;3
2011-2012;28/04/2012;Heracles Almelo;SC Heerenveen;2;4
2011-2012;28/04/2012;Vitesse;Excelsior;3;2
2011-2012;28/04/2012;VVV-Venlo;ADO Den Haag;2;1
2011-2012;29/04/2012;FC Twente;Ajax;1;2
2011-2012;29/04/2012;Feyenoord;AZ;1;0
2011-2012;29/04/2012;NEC;RKC Waalwijk;1;1
2011-2012;29/04/2012;Roda JC;PSV;1;3
2011-2012;02/05/2012;Ajax;VVV-Venlo;2;0
2011-2012;02/05/2012;De Graafschap;Excelsior;2;2
2011-2012;02/05/2012;FC Groningen;NAC Breda;1;1
2011-2012;02/05/2012;FC Twente;SC Heerenveen;3;4
2011-2012;02/05/2012;FC Utrecht;Vitesse;2;2
2011-2012;02/05/2012;Feyenoord;Heracles Almelo;4;1
2011-2012;02/05/2012;NEC;AZ;1;1
2011-2012;02/05/2012;PSV;ADO Den Haag;5;0
2011-2012;02/05/2012;RKC Waalwijk;Roda JC;5;2
2011-2012;06/05/2012;ADO Den Haag;De Graafschap;3;5
2011-2012;06/05/2012;AZ;FC Groningen;1;0
2011-2012;06/05/2012;Excelsior;PSV;1;3
2011-2012;06/05/2012;Heracles Almelo;NEC;1;2
2011-2012;06/05/2012;NAC Breda;RKC Waalwijk;3;2
2011-2012;06/05/2012;Roda JC;FC Utrecht;1;3
2011-2012;06/05/2012;SC Heerenveen;Feyenoord;2;3
2011-2012;06/05/2012;Vitesse;Ajax;1;3
2011-2012;06/05/2012;VVV-Venlo;FC Twente;4;2
2012-2013;10/08/2012;Willem II;NAC Breda;1;1
2012-2013;11/08/2012;Heracles Almelo;VVV-Venlo;1;1
2012-2013;11/08/2012;RKC Waalwijk;PSV;3;2
2012-2013;11/08/2012;Roda JC;PEC Zwolle;1;1
2012-2013;12/08/2012;Ajax;AZ;2;2
2012-2013;12/08/2012;FC Twente;FC Groningen;4;1
2012-2013;12/08/2012;FC Utrecht;Feyenoord;0;1
2012-2013;12/08/2012;SC Heerenveen;NEC;0;2
2012-2013;12/08/2012;Vitesse;ADO Den Haag;2;2
2012-2013;18/08/2012;Feyenoord;SC Heerenveen;1;1
2012-2013;18/08/2012;NAC Breda;FC Twente;0;1
2012-2013;18/08/2012;PEC Zwolle;Vitesse;0;1
2012-2013;18/08/2012;PSV;Roda JC;5;0
2012-2013;18/08/2012;VVV-Venlo;FC Utrecht;1;3
2012-2013;19/08/2012;ADO Den Haag;RKC Waalwijk;2;2
2012-2013;19/08/2012;AZ;Heracles Almelo;3;1
2012-2013;19/08/2012;FC Groningen;Willem II;1;1
2012-2013;19/08/2012;NEC;Ajax;1;6
2012-2013;24/08/2012;FC Utrecht;PEC Zwolle;1;1
2012-2013;24/08/2012;RKC Waalwijk;Roda JC;1;0
2012-2013;25/08/2012;Ajax;NAC Breda;5;0
2012-2013;25/08/2012;VVV-Venlo;ADO Den Haag;2;4
2012-2013;26/08/2012;AZ;SC Heerenveen;0;0
2012-2013;26/08/2012;FC Groningen;PSV;1;3
2012-2013;26/08/2012;Heracles Almelo;Feyenoord;1;2
2012-2013;26/08/2012;NEC;FC Twente;1;3
2012-2013;26/08/2012;Willem II;Vitesse;0;2
2012-2013;31/08/2012;ADO Den Haag;FC Groningen;0;1
2012-2013;01/09/2012;NAC Breda;FC Utrecht;1;1
2012-2013;01/09/2012;PEC Zwolle;NEC;0;4
2012-2013;01/09/2012;RKC Waalwijk;Heracles Almelo;1;1
2012-2013;01/09/2012;Roda JC;Willem II;3;0
2012-2013;02/09/2012;FC Twente;VVV-Venlo;1;0
2012-2013;02/09/2012;PSV;AZ;5;1
2012-2013;02/09/2012;SC Heerenveen;Ajax;2;2
2012-2013;02/09/2012;Vitesse;Feyenoord;1;0
2012-2013;15/09/2012;Ajax;RKC Waalwijk;2;0
2012-2013;15/09/2012;Feyenoord;PEC Zwolle;2;0
2012-2013;15/09/2012;SC Heerenveen;ADO Den Haag;1;3
2012-2013;15/09/2012;VVV-Venlo;NEC;2;2
2012-2013;15/09/2012;Willem II;FC Twente;2;6
2012-2013;16/09/2012;AZ;Roda JC;4;0
2012-2013;16/09/2012;FC Groningen;Vitesse;0;3
2012-2013;16/09/2012;FC Utrecht;PSV;1;0
2012-2013;16/09/2012;Heracles Almelo;NAC Breda;2;1
2012-2013;21/09/2012;Roda JC;FC Utrecht;0;1
2012-2013;22/09/2012;NEC;Willem II;0;0
2012-2013;22/09/2012;PEC Zwolle;FC Groningen;1;2
2012-2013;22/09/2012;RKC Waalwijk;VVV-Venlo;1;1
2012-2013;22/09/2012;Vitesse;Heracles Almelo;1;1
2012-2013;23/09/2012;ADO Den Haag;Ajax;1;1
2012-2013;23/09/2012;FC Twente;SC Heerenveen;1;0
2012-2013;23/09/2012;NAC Breda;AZ;2;1
2012-2013;23/09/2012;PSV;Feyenoord;3;0
2012-2013;29/09/2012;Ajax;FC Twente;1;0
2012-2013;29/09/2012;FC Utrecht;Vitesse;1;2
2012-2013;29/09/2012;Feyenoord;NEC;5;1
2012-2013;29/09/2012;Heracles Almelo;ADO Den Haag;3;3
2012-2013;29/09/2012;SC Heerenveen;NAC Breda;2;0
2012-2013;30/09/2012;AZ;RKC Waalwijk;3;3
2012-2013;30/09/2012;FC Groningen;Roda JC;3;2
2012-2013;30/09/2012;VVV-Venlo;PSV;0;6
2012-2013;30/09/2012;Willem II;PEC Zwolle;0;1
2012-2013;05/10/2012;NEC;ADO Den Haag;1;1
2012-2013;06/10/2012;PEC Zwolle;Heracles Almelo;0;3
2012-2013;06/10/2012;Roda JC;VVV-Venlo;3;0
2012-2013;06/10/2012;Vitesse;SC Heerenveen;3;3
2012-2013;06/10/2012;Willem II;RKC Waalwijk;1;0
2012-2013;07/10/2012;Ajax;FC Utrecht;1;1
2012-2013;07/10/2012;FC Groningen;Feyenoord;2;2
2012-2013;07/10/2012;FC Twente;AZ;3;0
2012-2013;07/10/2012;PSV;NAC Breda;4;0
2012-2013;20/10/2012;AZ;NEC;0;2
2012-2013;20/10/2012;Heracles Almelo;Ajax;3;3
2012-2013;20/10/2012;NAC Breda;Vitesse;0;3
2012-2013;20/10/2012;PSV;Willem II;3;2
2012-2013;20/10/2012;Roda JC;FC Twente;1;1
2012-2013;21/10/2012;ADO Den Haag;FC Utrecht;1;2
2012-2013;21/10/2012;RKC Waalwijk;PEC Zwolle;1;2
2012-2013;21/10/2012;SC Heerenveen;FC Groningen;3;0
2012-2013;21/10/2012;VVV-Venlo;Feyenoord;2;3
2012-2013;26/10/2012;FC Utrecht;FC Groningen;1;0
2012-2013;27/10/2012;ADO Den Haag;Willem II;2;0
2012-2013;27/10/2012;NEC;Roda JC;0;0
2012-2013;27/10/2012;VVV-Venlo;NAC Breda;1;4
2012-2013;28/10/2012;Feyenoord;Ajax;2;2
2012-2013;28/10/2012;Heracles Almelo;SC Heerenveen;6;3
2012-2013;28/10/2012;PEC Zwolle;PSV;1;2
2012-2013;28/10/2012;RKC Waalwijk;FC Twente;0;1
2012-2013;28/10/2012;Vitesse;AZ;1;2
2012-2013;02/11/2012;Roda JC;ADO Den Haag;0;0
2012-2013;03/11/2012;Ajax;Vitesse;0;2
2012-2013;03/11/2012;PSV;Heracles Almelo;4;0
2012-2013;03/11/2012;Willem II;FC Utrecht;1;5
2012-2013;04/11/2012;AZ;VVV-Venlo;1;2
2012-2013;04/11/2012;FC Groningen;NEC;1;2
2012-2013;04/11/2012;FC Twente;Feyenoord;3;0
2012-2013;04/11/2012;NAC Breda;RKC Waalwijk;2;1
2012-2013;04/11/2012;SC Heerenveen;PEC Zwolle;2;1
2012-2013;09/11/2012;NAC Breda;FC Groningen;0;1
2012-2013;10/11/2012;ADO Den Haag;AZ;2;2
2012-2013;10/11/2012;NEC;Heracles Almelo;3;2
2012-2013;10/11/2012;RKC Waalwijk;FC Utrecht;4;0
2012-2013;10/11/2012;VVV-Venlo;Willem II;4;1
2012-2013;11/11/2012;Feyenoord;Roda JC;5;2
2012-2013;11/11/2012;PEC Zwolle;Ajax;2;4
2012-2013;11/11/2012;PSV;SC Heerenveen;5;1
2012-2013;11/11/2012;Vitesse;FC Twente;0;0
2012-2013;17/11/2012;ADO Den Haag;PSV;1;6
2012-2013;17/11/2012;Ajax;VVV-Venlo;2;0
2012-2013;17/11/2012;FC Groningen;AZ;1;1
2012-2013;17/11/2012;PEC Zwolle;NAC Breda;2;0
2012-2013;17/11/2012;SC Heerenveen;RKC Waalwijk;0;2
2012-2013;18/11/2012;FC Utrecht;FC Twente;1;1
2012-2013;18/11/2012;Feyenoord;Willem II;3;0
2012-2013;18/11/2012;Heracles Almelo;Roda JC;5;1
2012-2013;18/11/2012;Vitesse;NEC;4;1
2012-2013;23/11/2012;NAC Breda;ADO Den Haag;0;3
2012-2013;24/11/2012;NEC;FC Utrecht;2;0
2012-2013;24/11/2012;RKC Waalwijk;FC Groningen;1;1
2012-2013;24/11/2012;VVV-Venlo;SC Heerenveen;1;1
2012-2013;24/11/2012;Willem II;Heracles Almelo;2;2
2012-2013;25/11/2012;AZ;Feyenoord;0;2
2012-2013;25/11/2012;FC Twente;PEC Zwolle;2;2
2012-2013;25/11/2012;PSV;Vitesse;1;2
2012-2013;25/11/2012;Roda JC;Ajax;1;2
2012-2013;30/11/2012;PEC Zwolle;VVV-Venlo;0;0
2012-2013;01/12/2012;Ajax;PSV;3;1
2012-2013;01/12/2012;FC Twente;ADO Den Haag;2;0
2012-2013;01/12/2012;Feyenoord;RKC Waalwijk;2;0
2012-2013;01/12/2012;Willem II;SC Heerenveen;3;1
2012-2013;02/12/2012;FC Groningen;Heracles Almelo;2;0
2012-2013;02/12/2012;FC Utrecht;AZ;2;1
2012-2013;02/12/2012;NEC;NAC Breda;1;1
2012-2013;02/12/2012;Vitesse;Roda JC;3;0
2012-2013;07/12/2012;Heracles Almelo;FC Utrecht;1;1
2012-2013;08/12/2012;ADO Den Haag;PEC Zwolle;1;1
2012-2013;08/12/2012;Ajax;FC Groningen;2;0
2012-2013;08/12/2012;AZ;Willem II;0;0
2012-2013;08/12/2012;RKC Waalwijk;NEC;2;0
2012-2013;09/12/2012;NAC Breda;Feyenoord;2;2
2012-2013;09/12/2012;PSV;FC Twente;3;0
2012-2013;09/12/2012;SC Heerenveen;Roda JC;4;4
2012-2013;09/12/2012;VVV-Venlo;Vitesse;3;1
2012-2013;14/12/2012;FC Twente;Heracles Almelo;3;2
2012-2013;15/12/2012;FC Groningen;VVV-Venlo;0;0
2012-2013;15/12/2012;NEC;PSV;1;1
2012-2013;15/12/2012;PEC Zwolle;AZ;1;2
2012-2013;15/12/2012;Roda JC;NAC Breda;0;0
2012-2013;16/12/2012;FC Utrecht;SC Heerenveen;3;1
2012-2013;16/12/2012;Feyenoord;ADO Den Haag;3;2
2012-2013;16/12/2012;Vitesse;RKC Waalwijk;2;2
2012-2013;16/12/2012;Willem II;Ajax;2;4
2012-2013;21/12/2012;AZ;FC Twente;0;3
2012-2013;22/12/2012;ADO Den Haag;NEC;2;0
2012-2013;22/12/2012;Heracles Almelo;PEC Zwolle;1;1
2012-2013;22/12/2012;NAC Breda;PSV;1;6
2012-2013;22/12/2012;SC Heerenveen;Vitesse;2;1
2012-2013;23/12/2012;FC Utrecht;Ajax;0;0
2012-2013;23/12/2012;Feyenoord;FC Groningen;2;1
2012-2013;23/12/2012;RKC Waalwijk;Willem II;0;0
2012-2013;23/12/2012;VVV-Venlo;Roda JC;2;4
2012-2013;18/01/2013;PSV;PEC Zwolle;1;3
2012-2013;19/01/2013;AZ;Vitesse;4;1
2012-2013;19/01/2013;FC Twente;RKC Waalwijk;0;0
2012-2013;19/01/2013;NAC Breda;VVV-Venlo;1;0
2012-2013;19/01/2013;SC Heerenveen;Heracles Almelo;0;1
2012-2013;20/01/2013;Ajax;Feyenoord;3;0
2012-2013;20/01/2013;FC Groningen;FC Utrecht;0;2
2012-2013;20/01/2013;Roda JC;NEC;2;0
2012-2013;20/01/2013;Willem II;ADO Den Haag;1;1
2012-2013;25/01/2013;VVV-Venlo;AZ;1;4
2012-2013;26/01/2013;ADO Den Haag;Roda JC;2;2
2012-2013;26/01/2013;Heracles Almelo;PSV;1;5
2012-2013;26/01/2013;PEC Zwolle;SC Heerenveen;1;1
2012-2013;26/01/2013;RKC Waalwijk;NAC Breda;0;4
2012-2013;27/01/2013;FC Utrecht;Willem II;3;1
2012-2013;27/01/2013;Feyenoord;FC Twente;0;0
2012-2013;27/01/2013;NEC;FC Groningen;2;1
2012-2013;27/01/2013;Vitesse;Ajax;3;2
2012-2013;02/02/2013;AZ;FC Groningen;0;1
2012-2013;02/02/2013;NAC Breda;PEC Zwolle;3;0
2012-2013;02/02/2013;PSV;ADO Den Haag;7;0
2012-2013;02/02/2013;RKC Waalwijk;SC Heerenveen;0;1
2012-2013;02/02/2013;Roda JC;Heracles Almelo;3;3
2012-2013;03/02/2013;FC Twente;FC Utrecht;2;4
2012-2013;03/02/2013;NEC;Vitesse;2;1
2012-2013;03/02/2013;VVV-Venlo;Ajax;0;3
2012-2013;03/02/2013;Willem II;Feyenoord;1;3
2012-2013;09/02/2013;ADO Den Haag;NAC Breda;2;1
2012-2013;09/02/2013;FC Groningen;RKC Waalwijk;2;1
2012-2013;09/02/2013;Heracles Almelo;Willem II;4;1
2012-2013;09/02/2013;SC Heerenveen;VVV-Venlo;2;2
2012-2013;09/02/2013;Vitesse;PSV;2;2
2012-2013;10/02/2013;Ajax;Roda JC;1;1
2012-2013;10/02/2013;FC Utrecht;NEC;0;3
2012-2013;10/02/2013;Feyenoord;AZ;3;1
2012-2013;10/02/2013;PEC Zwolle;FC Twente;1;1
2012-2013;15/02/2013;NEC;VVV-Venlo;1;2
2012-2013;16/02/2013;FC Twente;Willem II;1;1
2012-2013;16/02/2013;NAC Breda;Heracles Almelo;1;1
2012-2013;16/02/2013;PSV;FC Utrecht;2;1
2012-2013;16/02/2013;Roda JC;AZ;2;2
2012-2013;17/02/2013;ADO Den Haag;SC Heerenveen;2;1
2012-2013;17/02/2013;PEC Zwolle;Feyenoord;3;2
2012-2013;17/02/2013;RKC Waalwijk;Ajax;0;2
2012-2013;17/02/2013;Vitesse;FC Groningen;2;0
2012-2013;22/02/2013;Willem II;NEC;2;3
2012-2013;23/02/2013;FC Groningen;PEC Zwolle;1;0
2012-2013;23/02/2013;Heracles Almelo;Vitesse;3;5
2012-2013;23/02/2013;SC Heerenveen;FC Twente;2;1
2012-2013;23/02/2013;VVV-Venlo;RKC Waalwijk;1;0
2012-2013;24/02/2013;Ajax;ADO Den Haag;1;1
2012-2013;24/02/2013;AZ;NAC Breda;0;1
2012-2013;24/02/2013;FC Utrecht;Roda JC;4;0
2012-2013;24/02/2013;Feyenoord;PSV;2;1
2012-2013;01/03/2013;Vitesse;FC Utrecht;2;0
2012-2013;02/03/2013;FC Twente;Ajax;0;2
2012-2013;02/03/2013;NAC Breda;SC Heerenveen;1;2
2012-2013;02/03/2013;PEC Zwolle;Willem II;2;0
2012-2013;02/03/2013;PSV;VVV-Venlo;2;0
2012-2013;03/03/2013;ADO Den Haag;Heracles Almelo;3;1
2012-2013;03/03/2013;NEC;Feyenoord;0;3
2012-2013;03/03/2013;RKC Waalwijk;AZ;2;1
2012-2013;03/03/2013;Roda JC;FC Groningen;4;1
2012-2013;08/03/2013;FC Groningen;NAC Breda;1;1
2012-2013;09/03/2013;AZ;ADO Den Haag;1;1
2012-2013;09/03/2013;Heracles Almelo;NEC;1;0
2012-2013;09/03/2013;SC Heerenveen;PSV;2;1
2012-2013;09/03/2013;Willem II;VVV-Venlo;1;0
2012-2013;10/03/2013;Ajax;PEC Zwolle;3;0
2012-2013;10/03/2013;FC Twente;Vitesse;0;1
2012-2013;10/03/2013;FC Utrecht;RKC Waalwijk;1;0
2012-2013;10/03/2013;Roda JC;Feyenoord;0;1
2012-2013;15/03/2013;NEC;SC Heerenveen;1;3
2012-2013;15/03/2013;PEC Zwolle;Roda JC;3;2
2012-2013;16/03/2013;ADO Den Haag;Vitesse;0;4
2012-2013;16/03/2013;PSV;RKC Waalwijk;2;0
2012-2013;16/03/2013;VVV-Venlo;Heracles Almelo;0;2
2012-2013;17/03/2013;AZ;Ajax;2;3
2012-2013;17/03/2013;FC Groningen;FC Twente;0;3
2012-2013;17/03/2013;Feyenoord;FC Utrecht;2;1
2012-2013;17/03/2013;NAC Breda;Willem II;4;0
2012-2013;30/03/2013;FC Twente;NAC Breda;1;1
2012-2013;30/03/2013;FC Utrecht;VVV-Venlo;2;1
2012-2013;30/03/2013;SC Heerenveen;Feyenoord;2;0
2012-2013;30/03/2013;Willem II;FC Groningen;1;2
2012-2013;31/03/2013;Ajax;NEC;4;1
2012-2013;31/03/2013;Heracles Almelo;AZ;1;2
2012-2013;31/03/2013;RKC Waalwijk;ADO Den Haag;4;0
2012-2013;31/03/2013;Roda JC;PSV;2;2
2012-2013;31/03/2013;Vitesse;PEC Zwolle;2;1
2012-2013;05/04/2013;Feyenoord;VVV-Venlo;1;0
2012-2013;06/04/2013;FC Twente;Roda JC;2;0
2012-2013;06/04/2013;PEC Zwolle;RKC Waalwijk;1;1
2012-2013;06/04/2013;Vitesse;NAC Breda;3;0
2012-2013;06/04/2013;Willem II;PSV;1;3
2012-2013;07/04/2013;Ajax;Heracles Almelo;4;0
2012-2013;07/04/2013;FC Groningen;SC Heerenveen;3;1
2012-2013;07/04/2013;FC Utrecht;ADO Den Haag;1;0
2012-2013;07/04/2013;NEC;AZ;1;1
2012-2013;12/04/2013;VVV-Venlo;PEC Zwolle;0;2
2012-2013;13/04/2013;ADO Den Haag;FC Twente;1;3
2012-2013;13/04/2013;Heracles Almelo;FC Groningen;0;2
2012-2013;13/04/2013;NAC Breda;NEC;2;0
2012-2013;13/04/2013;Roda JC;Vitesse;3;3
2012-2013;14/04/2013;AZ;FC Utrecht;6;0
2012-2013;14/04/2013;PSV;Ajax;2;3
2012-2013;14/04/2013;RKC Waalwijk;Feyenoord;1;1
2012-2013;14/04/2013;SC Heerenveen;Willem II;3;2
2012-2013;19/04/2013;Ajax;SC Heerenveen;1;1
2012-2013;20/04/2013;AZ;PSV;1;3
2012-2013;20/04/2013;FC Groningen;ADO Den Haag;2;1
2012-2013;20/04/2013;Heracles Almelo;RKC Waalwijk;4;0
2012-2013;20/04/2013;Willem II;Roda JC;2;1
2012-2013;21/04/2013;FC Utrecht;NAC Breda;3;0
2012-2013;21/04/2013;Feyenoord;Vitesse;2;0
2012-2013;21/04/2013;NEC;PEC Zwolle;1;3
2012-2013;21/04/2013;VVV-Venlo;FC Twente;2;2
2012-2013;26/04/2013;SC Heerenveen;AZ;0;4
2012-2013;27/04/2013;ADO Den Haag;VVV-Venlo;1;1
2012-2013;27/04/2013;NAC Breda;Ajax;0;2
2012-2013;27/04/2013;PSV;FC Groningen;5;2
2012-2013;27/04/2013;Roda JC;RKC Waalwijk;3;1
2012-2013;28/04/2013;FC Twente;NEC;5;2
2012-2013;28/04/2013;Feyenoord;Heracles Almelo;6;0
2012-2013;28/04/2013;PEC Zwolle;FC Utrecht;1;2
2012-2013;28/04/2013;Vitesse;Willem II;3;1
2012-2013;05/05/2013;ADO Den Haag;Feyenoord;2;0
2012-2013;05/05/2013;Ajax;Willem II;5;0
2012-2013;05/05/2013;AZ;PEC Zwolle;4;0
2012-2013;05/05/2013;Heracles Almelo;FC Twente;1;1
2012-2013;05/05/2013;NAC Breda;Roda JC;5;3
2012-2013;05/05/2013;PSV;NEC;4;2
2012-2013;05/05/2013;RKC Waalwijk;Vitesse;3;2
2012-2013;05/05/2013;SC Heerenveen;FC Utrecht;2;4
2012-2013;05/05/2013;VVV-Venlo;FC Groningen;0;0
2012-2013;12/05/2013;FC Groningen;Ajax;0;2
2012-2013;12/05/2013;FC Twente;PSV;3;1
2012-2013;12/05/2013;FC Utrecht;Heracles Almelo;3;0
2012-2013;12/05/2013;Feyenoord;NAC Breda;1;0
2012-2013;12/05/2013;NEC;RKC Waalwijk;1;2
2012-2013;12/05/2013;PEC Zwolle;ADO Den Haag;4;2
2012-2013;12/05/2013;Roda JC;SC Heerenveen;1;0
2012-2013;12/05/2013;Vitesse;VVV-Venlo;0;1
2012-2013;12/05/2013;Willem II;AZ;2;0
2013-2014;02/08/2013;Ajax;Roda JC;3;0
2013-2014;03/08/2013;ADO Den Haag;PSV;2;3
